fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,LeakFlag,BlockingFlag,BearingFlag,CombinedFlag
95.74945055,7.951579643,104.6637562,83.02850545,440.397351,38.04691206,11.78317717,-0.671456824,2.84772563,19.59770534,1.171517156,38.20132044,2.854562129,45655.02507,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.015212115,99.45399643,89.50761663,308.7748344,38.04925709,11.69493377,-0.678757512,2.868030161,19.98923118,1.185534601,38.20250203,2.841322783,45658.31574,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.423116982,88.49793526,84.02760965,10.7615894,38.0430234,11.53761875,-0.652442033,2.759552658,17.76209524,1.147560651,38.19423571,2.845474104,45651.99138,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.618423917,87.03197492,83.54811746,466.8874172,38.04169341,11.6236716,-0.694928225,2.877479313,18.87264914,1.16299286,38.19403659,2.858186727,45648.27432,1.00E-09,0.8,0,0,0,0,0
95.74945055,8.642587606,101.1837931,75.9971033,261.589404,38.01447497,11.3555207,-0.66698725,2.791756928,19.10008332,1.170221781,38.16341668,2.823953781,45616.31012,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.388115753,89.60885922,93.86726629,324.5033113,37.9588299,11.66147771,-0.70091072,2.879931152,18.00693847,1.157191664,38.11199989,2.841304832,45552.45263,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.966353974,88.51282262,85.1444778,441.2251656,38.00474162,11.44982401,-0.696561865,2.939306614,18.12872957,1.152326055,38.15495611,2.805658021,45604.81192,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.250726425,93.81922639,80.0972395,411.4238411,37.97015881,11.64963813,-0.671462773,2.815075622,18.74813578,1.174224597,38.12312812,2.825656697,45563.75283,1.00E-09,0.8,0,0,0,0,0
95.74945055,4.344686933,95.9702193,89.56453632,233.4437086,37.96110138,11.85948948,-0.674280288,2.918250343,19.46175828,1.162059,38.11685759,2.856357155,45553.55637,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.359500016,87.85421728,89.81522911,283.1125828,37.97230165,11.46338078,-0.750350312,3.029815897,19.50861037,1.167300179,38.12282162,2.808602001,45566.01907,1.00E-09,0.8,0,0,0,0,0
95.74945055,4.630605988,103.4306341,86.71719375,186.2582781,37.99077635,11.80632833,-0.704591753,2.857271955,18.13176616,1.151467924,38.14571516,2.872750868,45587.10236,1.00E-09,0.8,0,0,0,0,0
95.81001221,5.299425028,95.03872627,94.69985565,214.4039735,38.0671801,11.40606902,-0.64627628,2.775563464,17.39797045,1.167472051,38.21657719,2.807760998,45680.24069,1.00E-09,0.8,0,0,0,0,0
95.74945055,7.702591076,91.67631538,77.41672439,288.9072848,37.98173296,11.27336067,-0.683438277,2.929959481,17.96846481,1.158764768,38.1297261,2.778611758,45576.02471,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.122072059,92.05067741,89.25579126,288.9072848,38.02741111,11.87526696,-0.66589788,2.887839504,18.87180329,1.166546222,38.18310326,2.858848915,45634.06064,1.00E-09,0.8,0,0,0,0,0
95.81001221,5.169717567,94.01682123,84.64095474,10.7615894,38.02707504,11.74354097,-0.710919134,2.910664454,20.89238118,1.180907353,38.18104502,2.84856954,45632.69901,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.602918319,98.77923822,93.04446166,414.7350993,37.97192859,11.55571271,-0.67575578,2.849896609,18.1133287,1.161034035,38.12366,2.828973943,45566.98869,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.751403154,89.04216343,89.00411047,182.9470199,37.9720779,11.71908217,-0.699108333,2.91433105,18.58679031,1.154224017,38.12594949,2.857610098,45566.90213,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.017709492,98.63953336,90.69781801,185.4304636,38.00702976,11.74355112,-0.670678772,2.770744151,18.00784051,1.166188496,38.16108075,2.85889164,45608.3574,1.00E-09,0.8,0,0,0,0,0
95.74945055,8.126589728,101.9855464,90.61964296,294.7019868,38.03167418,11.37743231,-0.653695498,2.796728039,19.88324408,1.168366497,38.1808355,2.819606759,45636.89052,1.00E-09,0.8,0,0,0,0,0
95.74945055,8.641045017,94.12534175,89.78408677,10.7615894,37.99617665,11.52271994,-0.696305686,2.959258531,18.70488248,1.159508714,38.14737954,2.820552392,45596.44244,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.311920424,98.46439816,84.47647142,339.4039735,38.03419656,11.29826119,-0.630491604,2.669109043,16.42032025,1.148221186,38.18231216,2.805614285,45641.64908,1.00E-09,0.8,0,0,0,0,0
95.81001221,5.158293334,86.2781616,93.12890186,466.0596026,38.04171575,11.14098474,-0.674660064,2.840937829,17.91168135,1.152046906,38.1877447,2.774940435,45652.01718,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.879997964,95.62724972,80.75553583,185.4304636,37.99450189,11.54493656,-0.649465394,2.817250725,18.43042542,1.156972231,38.14600238,2.844050454,45595.95912,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.220792327,93.96670435,85.57376001,409.7682119,37.99479495,11.52581872,-0.667717706,2.839335483,18.56937877,1.156159396,38.1460439,2.834731565,45595.01875,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.122378851,100.9426195,95.60016174,86.9205298,38.05331566,11.47347885,-0.706802833,2.959299228,18.51881682,1.157797939,38.2036485,2.819615142,45664.75256,1.00E-09,0.8,0,0,0,0,0
95.74945055,8.480378794,73.36987127,81.62457062,261.589404,38.05966826,11.36979933,-0.698905261,2.945840467,18.32084509,1.162754876,38.2086205,2.802382199,45671.30378,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.50108354,96.4529042,92.12562006,57.1192053,37.98505989,11.64652179,-0.633828742,2.698184964,18.84079863,1.183190502,38.13792862,2.859768266,45582.02023,1.00E-09,0.8,0,0,0,0,0
95.74945055,7.18151591,92.40881795,94.1178187,197.0198675,38.07310777,11.91057809,-0.688834554,2.801755038,18.33730439,1.159420033,38.22907527,2.890222324,45686.43378,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.174903627,87.73075776,81.79817045,24.83443709,37.95280467,11.46892535,-0.672181723,2.914829179,18.53886516,1.158125763,38.10347436,2.817889165,45541.66574,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.463493702,97.37422954,81.68310305,436.2582781,37.95258277,11.77984716,-0.681025169,2.819335184,19.52106799,1.171790896,38.10732971,2.870013564,45544.64334,1.00E-09,0.8,0,0,0,0,0
95.81001221,5.995508468,90.79493386,85.00945706,451.1589404,38.01377108,11.34801389,-0.654019967,2.787681123,18.84022076,1.160968436,38.16261727,2.798579971,45616.27593,1.00E-09,0.8,0,0,0,0,0
95.81001221,9.872827206,97.83867205,83.26815366,289.7350993,37.9695742,11.49437503,-0.655078302,2.836795978,19.51107419,1.156247091,38.12051114,2.831147015,45564.3124,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.625977212,100.0658928,73.82468733,232.615894,38.00643524,11.42127423,-0.611774773,2.703856295,18.07607724,1.168478765,38.15626926,2.825291597,45606.92946,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.859052754,84.34827633,77.62840395,216.8874172,38.04776377,11.60253639,-0.739145192,3.022766901,20.40123792,1.184770583,38.19980633,2.828793687,45656.75938,1.00E-09,0.8,0,0,0,0,0
95.74945055,5.978211346,96.92075003,81.57185184,459.4370861,38.02380137,11.43046187,-0.645175227,2.759090693,18.07080711,1.145521273,38.17368747,2.827630753,45627.70541,1.00E-09,0.8,0,0,0,0,0
95.74945055,9.365822694,94.15913445,77.05868499,451.1589404,38.00644354,11.04202617,-0.658437212,2.895282092,17.43187465,1.150298236,38.15131167,2.754737955,45606.91472,1.00E-09,0.8,0,0,0,0,0
95.74945055,8.770411897,98.40264666,93.21052849,345.1986755,37.94716094,11.61943331,-0.668939255,2.750761252,17.87961656,1.164179657,38.09982653,2.855807677,45536.38999,1.00E-09,0.8,0,0,0,0,0
95.74945055,7.886663532,88.9557709,82.04991285,10.7615894,38.004364,11.31416543,-0.660687043,2.803039791,19.3548495,1.165887177,38.15280367,2.810671843,45606.47303,1.00E-09,0.8,0,0,0,0,0
95.74945055,6.612220946,104.1229951,94.11668587,24.83443709,38.05060504,11.64049981,-0.67435754,2.861738741,18.8278785,1.164317646,38.20313274,2.853828145,45660.81534,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.108318055,94.52827192,93.13326695,281.4569536,37.98040045,11.56688687,-0.658154596,2.7617705,18.83065636,1.1656645,38.13224455,2.833681118,45575.69842,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.178170813,100.4318691,80.20714079,10.7615894,38.0432217,11.25041778,-0.62191915,2.653535537,18.05642269,1.185339905,38.19067644,2.797345288,45652.23308,1.00E-09,0.8,0,0,0,0,0
95.81001221,11.17069534,92.84766019,84.12947229,232.615894,37.96732292,11.74322714,-0.649806022,2.751868137,18.68813105,1.158759477,38.12153013,2.880118912,45561.0447,1.00E-09,0.8,0,0,0,0,0
95.74945055,8.462306788,99.9827316,87.61954414,232.615894,38.04725702,11.66028114,-0.698464567,2.821865125,17.87711827,1.154621605,38.20005679,2.840056133,45656.87138,1.00E-09,0.8,0,0,0,0,0
95.81001221,9.840759194,98.90144907,84.63965587,71.19205298,37.971986,11.52843505,-0.655178578,2.775550906,18.0827054,1.174360174,38.12335972,2.82569136,45565.83228,1.00E-09,0.8,0,0,0,0,0
95.74945055,9.416112329,96.77285619,77.07841297,86.09271523,38.04855991,11.69549153,-0.708413662,2.902523589,18.4204055,1.16295076,38.20181494,2.838232443,45657.79611,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.822067288,90.26138761,90.25761942,10.7615894,37.97450302,11.95717507,-0.702850137,2.927818516,18.83185567,1.163193191,38.13148435,2.891595872,45569.57167,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.085576793,97.68189139,95.07893485,290.5629139,38.04108666,11.64811559,-0.717495372,2.837195273,18.01505156,1.166694822,38.19375199,2.84943268,45649.17094,1.00E-09,0.8,0,0,0,0,0
95.81001221,9.343527941,92.16865653,90.39371279,24.00662252,38.02790167,11.36721561,-0.66769262,2.825461311,17.88150541,1.148276664,38.17694404,2.826886892,45632.70885,1.00E-09,0.8,0,0,0,0,0
95.74945055,7.021541775,97.51986995,97.39140875,456.9536424,38.00840901,11.78072051,-0.655410777,2.787447976,18.78168151,1.16600064,38.16294101,2.848740887,45609.32377,1.00E-09,0.8,0,0,0,0,0
95.81001221,9.060460884,98.26210295,90.73657197,24.00662252,38.051323,11.70565337,-0.688887034,2.903537991,17.70655168,1.163053877,38.20469982,2.825016702,45660.89118,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.539878853,103.1553482,94.87461972,310.4304636,37.97680932,11.97892786,-0.673413756,2.93944732,19.87782696,1.187133147,38.13406613,2.864952532,45572.85353,1.00E-09,0.8,0,0,0,0,0
95.81001221,11.11869713,88.08534655,92.03466622,421.3576159,38.01786134,11.65915466,-0.65444075,2.799251968,18.97407716,1.167737094,38.17076404,2.850317498,45621.48901,1.00E-09,0.8,0,0,0,0,0
95.81001221,5.068164061,99.51135176,88.98217307,438.7417219,38.0030884,11.35544877,-0.6762084,2.905099893,18.9819826,1.153729668,38.15207363,2.804384434,45604.75149,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.866081318,96.86668582,90.3134553,10.7615894,38.02776655,11.39749632,-0.690051266,2.919875109,18.03592322,1.157084325,38.1772057,2.804172313,45634.73778,1.00E-09,0.8,0,0,0,0,0
95.74945055,9.516715428,94.46086382,90.26063767,453.6423841,37.95951344,11.40367354,-0.696463123,2.886827517,17.83529391,1.153515119,38.10930122,2.81422703,45552.14373,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.082947089,104.8605659,81.97579879,233.4437086,37.96966747,11.48896206,-0.704151677,3.005453395,19.40575844,1.156602823,38.12053309,2.806924408,45562.61751,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.603951275,96.33530909,84.72942083,195.3642384,38.01715572,11.47542356,-0.665513772,2.788437987,18.42812725,1.170137207,38.16765643,2.820097531,45621.52699,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.898843401,97.82622592,101.8813598,458.6092715,38.01389395,11.94406933,-0.721646337,2.96054369,18.95960403,1.153138005,38.17054174,2.865539191,45616.15744,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.425229384,97.99938466,86.30538945,183.7748344,38.01323359,11.61560765,-0.649321686,2.804087412,17.88832172,1.156093491,38.16558482,2.84114215,45614.68196,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.56704707,85.57913791,93.36331547,38.90728477,37.98329307,11.53438075,-0.686037859,2.822614039,19.07350713,1.164477223,38.13469981,2.833055616,45579.95992,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.785041834,81.46921243,90.49990569,409.7682119,37.99271026,11.41417204,-0.671601476,2.780572001,18.76201849,1.178232396,38.14250518,2.813987342,45591.81566,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.076972986,95.19472329,92.94114733,371.6887417,38.00057542,11.77585273,-0.650201061,2.770817116,18.55104461,1.179976916,38.15507542,2.862883738,45601.2788,1.00E-09,0.8,0,0,0,0,0
95.81001221,10.37327015,102.3714889,80.99833994,456.9536424,38.01818012,11.62675965,-0.665338026,2.926181017,19.39229197,1.179882438,38.17065755,2.834083259,45621.73035,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.638549189,93.58645946,87.99316477,283.9403974,37.98830569,11.41629784,-0.715884999,2.989695697,18.61023983,1.151288361,38.13814575,2.811496075,45585.33612,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.332723598,98.90885056,77.12331569,231.7880795,37.99498047,11.2689692,-0.686989278,2.913562874,19.15699277,1.174848254,38.1428647,2.804899599,45592.48295,1.00E-09,0.8,0,0,0,0,0
95.81001221,9.819234744,87.73685869,85.02947008,10.7615894,38.0146532,11.76765441,-0.685995348,2.888013672,18.41791638,1.166366932,38.16898891,2.869040964,45617.06146,1.00E-09,0.8,0,0,0,0,0
95.74945055,4.108086361,87.38016092,94.58969081,416.3907285,37.97216476,11.60276526,-0.682748766,2.855950411,19.28143316,1.154532237,38.12451181,2.837567539,45567.15789,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.428423299,88.52276082,93.75212436,246.6887417,38.03746057,11.67396443,-0.709108541,2.93609308,18.9294125,1.168741994,38.19047854,2.840841511,45644.6622,1.00E-09,0.8,0,0,0,0,0
95.81001221,5.940096137,91.40584096,87.19890187,459.4370861,38.02007508,11.62923815,-0.684855588,2.926459255,19.18102945,1.15589892,38.17257738,2.847168651,45623.09223,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.846633907,87.47749435,91.72030171,187.0860927,38.02845561,11.68518795,-0.696108769,2.834478856,19.22711968,1.169523909,38.18165652,2.840907773,45633.67141,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.249348957,96.97299675,87.59306201,372.5165563,37.99887573,11.5269918,-0.628145901,2.793410454,19.44635507,1.173585118,38.15012386,2.82837007,45598.18475,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.190938829,88.97323925,86.4236145,394.0397351,38.00773081,11.39009097,-0.654124403,2.796403547,18.92985668,1.16497011,38.15715147,2.820374659,45607.34334,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.239011705,78.15531541,82.79261104,438.7417219,38.00830087,11.33866055,-0.692239544,2.902085823,17.51360554,1.147155948,38.15704594,2.795863397,45611.32362,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.543707947,86.70713437,80.105473,345.1986755,37.97144588,11.29872878,-0.626655923,2.727348522,17.970242,1.151444254,38.11981143,2.812129283,45565.43602,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.200584201,87.48660341,89.76013933,153.9735099,37.99770067,11.94912918,-0.670410729,2.709313492,18.53619713,1.15661494,38.15448121,2.892868891,45597.17766,1.00E-09,0.8,0,0,0,0,0
95.74945055,6.125228834,98.87248808,85.1516224,407.2847682,38.044434,11.30784335,-0.66342954,2.802611482,18.58196223,1.163668248,38.19263523,2.802948393,45653.55201,1.00E-09,0.8,0,0,0,0,0
95.81001221,5.451005883,95.24294922,97.13394051,187.0860927,38.01887872,11.57108394,-0.696522477,2.873319837,19.11216509,1.163381004,38.17062468,2.828541756,45625.18218,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.871122526,92.36560103,87.78268064,279.8013245,38.01833532,11.61082671,-0.704148505,2.881624279,18.53056445,1.168967964,38.17060361,2.862306451,45621.4034,1.00E-09,0.8,0,0,0,0,0
95.81001221,5.942676238,95.34381727,96.50487728,290.5629139,38.00198159,11.83467558,-0.714793534,3.010721066,18.45223253,1.159867587,38.15724605,2.856730823,45601.39256,1.00E-09,0.8,0,0,0,0,0
95.74945055,12.08906577,100.5918547,98.40955404,492.5496689,38.00133141,11.92200261,-0.671897252,2.850096761,18.96847459,1.171455197,38.15774187,2.870495298,45601.48163,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.988737384,94.88134311,89.3365397,388.2450331,38.03112874,11.4878968,-0.680748977,2.797145175,17.65352967,1.152418106,38.18173758,2.81970367,45636.07053,1.00E-09,0.8,0,0,0,0,0
95.81001221,5.241566465,92.20401278,93.73765285,408.1125828,38.00541909,11.71488255,-0.723396765,2.921126082,19.02438578,1.168791612,38.15910125,2.857057192,45606.71315,1.00E-09,0.8,0,0,0,0,0
95.74945055,11.60643812,93.15671488,95.90500802,484.2715232,38.01073908,11.50269072,-0.687781451,2.8245152,18.48631508,1.150164186,38.16162206,2.820148851,45612.1908,1.00E-09,0.8,0,0,0,0,0
95.81001221,9.414899599,94.73284807,90.27710181,182.9470199,37.98587255,11.5211154,-0.699959349,2.855058418,18.34811731,1.167542038,38.13709527,2.827195896,45583.55971,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.110136423,105.6883448,77.31999333,72.01986755,38.04846733,11.77809345,-0.657373056,2.856006287,20.29542682,1.187605911,38.20280294,2.854778547,45658.55936,1.00E-09,0.8,0,0,0,0,0
95.74945055,6.705472436,99.73829849,82.20082445,231.7880795,37.97255248,11.31329136,-0.717947646,3.026871112,18.74945005,1.167193194,38.12110457,2.765815013,45568.09493,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.066782174,97.75988635,97.57211563,72.01986755,37.98741754,11.61244153,-0.66710159,2.825213158,18.46601741,1.159055959,38.13983042,2.846290051,45585.61666,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.661393081,86.99952631,76.38875984,249.1721854,37.97705642,11.39105846,-0.634078167,2.666901546,17.73120831,1.161043922,38.12660998,2.815660127,45573.68366,1.00E-09,0.8,0,0,0,0,0
95.74945055,4.020774597,85.79732785,77.01413574,214.4039735,37.98034363,11.35287362,-0.661094163,2.838610972,17.66171318,1.156547571,38.12938398,2.815918222,45574.30931,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.060645702,92.52536956,84.94938523,166.3907285,37.98380509,11.18129955,-0.695543299,2.934157007,18.50423537,1.158364684,38.13058403,2.780206557,45580.36771,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.304810386,87.86623856,95.7811782,389.0728477,38.02704622,11.5977541,-0.661912066,2.851571795,19.09581148,1.16939278,38.17910871,2.84449733,45633.44366,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.430983712,92.05067064,86.06444604,10.7615894,38.03254845,11.56128945,-0.696388909,2.887467176,18.9546764,1.16899867,38.18411194,2.830342746,45636.11517,1.00E-09,0.8,0,0,0,0,0
95.81001221,5.523046093,92.99254987,77.61468516,10.7615894,38.00387617,11.38973203,-0.745963205,3.012936897,19.1148126,1.156762599,38.15330722,2.788635236,45603.03269,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.803422453,103.4532766,88.27234883,233.4437086,37.97803676,11.73789415,-0.709570082,2.930826835,18.54847064,1.154099211,38.13213076,2.864578444,45574.14777,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.339773807,87.19163084,92.14336301,200.3311258,38.01816544,11.53760676,-0.713799873,2.906506035,18.23796061,1.141420113,38.16947607,2.817606717,45620.17465,1.00E-09,0.8,0,0,0,0,0
95.81001221,8.437053968,94.0382888,78.96182546,187.9139073,37.99038227,11.61086421,-0.633298658,2.680445806,18.33283209,1.175871106,38.14276263,2.867851301,45586.65266,1.00E-09,0.8,0,0,0,0,0
95.74945055,8.572589128,94.95796723,88.77374773,310.4304636,38.03146579,11.61117566,-0.687479133,2.832815976,18.46585876,1.164843511,38.18368628,2.840295807,45635.49597,1.00E-09,0.8,0,0,0,0,0
95.74945055,8.083536796,92.03137825,84.37069621,118.3774834,37.95954356,11.32972125,-0.658369511,2.794047191,18.70023669,1.166847163,38.10836175,2.816632004,45551.39515,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.683467528,96.14406763,97.48620905,442.8807947,37.99355689,11.78171314,-0.699784816,2.867507386,19.81793744,1.161761367,38.14816206,2.864669222,45593.71412,1.00E-09,0.8,0,0,0,0,0
95.74945055,9.739402889,96.64774649,94.54039171,288.9072848,38.02989575,11.62030077,-0.698742882,2.899451002,17.97875044,1.147942977,38.18224189,2.847045764,45635.90908,1.00E-09,0.8,0,0,0,0,0
95.74945055,6.747888807,94.46862006,82.07316005,247.5165563,38.02891983,11.53587372,-0.648156219,2.918910354,19.66851636,1.170360352,38.18016517,2.829795482,45635.83234,1.00E-09,0.8,0,0,0,0,0
95.81001221,7.062355052,89.68738493,94.7507903,454.4701987,37.99970479,11.71280728,-0.70304812,2.832407789,18.33613142,1.160604581,38.15338279,2.846616079,45599.89621,1.00E-09,0.8,0,0,0,0,0
95.81001221,6.525003061,86.53053268,86.68852054,357.615894,38.02445614,11.51993865,-0.672588337,2.896910927,18.5807057,1.170075483,38.17551062,2.838774471,45628.78232,1.00E-09,0.8,0,0,0,0,0
15.98974359,244.567091,159.7546892,66.7194737,151.4900662,35.72257757,17.58795452,-0.168012335,2.201234516,19.74717177,1.243667108,35.96770577,3.476995551,42870.83511,3.20E-06,0.8,0,1,0,0,1
15.98974359,290.4409379,168.5353762,51.10773724,391.5562914,35.43516561,19.11715523,-0.199502865,2.225955771,19.66678951,1.230128129,35.70367207,3.658545898,42529.51534,3.60E-06,0.8,0,1,0,0,1
95.81001221,11.19867156,117.4625855,85.87442416,10.7615894,37.71736107,11.71817334,-0.611662572,2.793809379,19.4339743,1.176913176,37.87225558,2.864384205,45262.05693,4.00E-07,0.8,0,0,0,0,0
15.92918193,300.1883642,162.2169947,59.27007862,249.1721854,35.41555233,19.52384519,-0.20345461,2.243068477,20.29324906,1.233290611,35.68989963,3.68528887,42503.55923,3.60E-06,0.8,0,1,0,0,1
47.90573871,133.3057204,140.1340132,60.59360044,72.01986755,36.2806602,14.28911523,-0.226676893,2.232750967,16.73076613,1.19129382,36.47689025,3.124288778,43538.90736,2.40E-06,0.8,0,1,0,0,1
95.81001221,6.565535528,95.47077314,89.85620399,231.7880795,38.09720795,11.64361462,-0.727581532,2.884083445,17.84197104,1.147562399,38.2495905,2.84408595,45716.72874,1.00E-09,0.8,0,0,0,0,0
95.81001221,24.11472574,111.9511645,73.36559346,387.4172185,37.40671706,11.24826696,-0.549102927,2.557065585,17.24347147,1.170540184,37.55664232,2.802135521,44889.00068,8.00E-07,0.8,0,0,0,0,0
47.84517705,88.53286129,127.3871871,63.22752772,199.5033113,36.58239117,13.10471311,-0.280421706,2.315690497,17.15756671,1.19689788,36.76091872,2.987514244,43901.10024,2.00E-06,0.8,0,1,0,0,1
15.92918193,299.8677433,167.2087977,54.03608562,405.6291391,35.47286607,19.69885739,-0.191015853,2.230061833,20.83740579,1.243262378,35.74921933,3.695193301,42571.77546,3.60E-06,0.8,0,1,0,0,1
95.81001221,5.384818048,95.55173952,86.71778403,281.4569536,38.01201681,11.36622299,-0.679145719,2.845603732,17.96889489,1.165875255,38.16110823,2.813210046,45614.3687,1.00E-09,0.8,0,0,0,0,0
15.98974359,315.1804747,170.5205927,54.73546734,298.013245,35.42419,19.57982509,-0.16088013,2.24344541,21.1334744,1.239384224,35.69925432,3.690765975,42513.52794,3.60E-06,0.8,0,1,0,0,1
95.74945055,9.749921624,96.17759976,80.96497121,343.5430464,37.6711566,11.37672521,-0.6400915,2.759524422,18.87520499,1.161354805,37.82173042,2.800502327,45207.29843,4.00E-07,0.8,0,0,0,0,0
15.98974359,292.8194888,172.0131782,62.61702862,172.1854305,35.46240959,19.54828841,-0.200583954,2.210440845,20.55480282,1.238711461,35.73673888,3.696840092,42559.84734,3.60E-06,0.8,0,1,0,0,1
15.92918193,288.7873339,195.0036249,52.31724903,38.90728477,35.43409997,19.37944277,-0.186293824,2.195053145,19.47116373,1.24153708,35.70628442,3.659742882,42527.35772,3.60E-06,0.8,0,1,0,0,1
95.74945055,60.55678753,122.0551989,68.20089906,430.4635762,36.88266641,12.70605104,-0.33536207,2.263821113,16.46785735,1.189685213,37.05437292,2.96328363,44261.69445,1.60E-06,0.8,0,1,0,0,1
